timestamp,packet_size,connection_duration,src_ip,dst_ip,label,packet_inter_arrival_time,packet_duration_ratio,syn_packet_frequency
2024-11-04 21:20:38.565665,327.5082167486967,2.4114942960016608,192.168.1.165,10.0.0.241,0,1.0,135.81131719519985,0.0
2024-11-04 21:20:39.565665,443.7712470759028,2.0207709202819477,192.168.1.5,10.0.0.110,0,1.0,219.60492533908084,0.0
2024-11-04 21:20:40.565665,398.7168879665576,1.4631535769012678,192.168.1.251,10.0.0.175,0,1.0,272.50515206406294,0.0
2024-11-04 21:20:41.565665,531.4247332595273,2.2291589695627207,192.168.1.150,10.0.0.111,0,1.0,238.3969651853826,0.0
2024-11-04 21:20:42.565665,409.1975924478789,1.6425963705042648,192.168.1.28,10.0.0.15,0,1.0,249.1163378878393,0.0
2024-11-04 21:20:43.565665,358.76962986647084,2.8972624241961062,192.168.1.237,10.0.0.51,0,1.0,123.83056048711826,0.0
2024-11-04 21:20:44.565665,646.5648768921554,2.772420731209129,192.168.1.132,10.0.0.107,0,1.0,233.21311574891112,0.0
2024-11-04 21:20:45.565665,477.4223699513464,2.302048713177784,192.168.1.50,10.0.0.210,0,1.0,207.39021169204761,0.0
2024-11-04 21:20:46.565665,506.7528204687924,2.680503352384887,192.168.1.102,10.0.0.213,0,1.0,189.05136604956164,0.0
2024-11-04 21:20:47.565665,357.52518137865434,2.0323956750616907,192.168.1.29,10.0.0.202,0,1.0,175.91317761872432,0.0
2024-11-04 21:20:48.565665,445.5617275474817,2.382718747187508,192.168.1.37,10.0.0.21,0,1.0,186.9971972451259,0.0
2024-11-04 21:20:49.565665,1339.9902246752058,10.376229018140156,192.168.1.163,10.0.0.218,1,1.0,129.1403863901403,0.0
2024-11-04 21:20:50.565665,384.9006422577697,2.1227493408971565,192.168.1.148,10.0.0.41,0,1.0,181.3217579872599,0.0
2024-11-04 21:20:51.565665,537.5698018345672,1.8724064142428585,192.168.1.163,10.0.0.120,0,1.0,287.101025581534,0.0
2024-11-04 21:20:52.565665,439.9361310081195,1.147689020911442,192.168.1.227,10.0.0.3,0,1.0,383.32346392818357,0.0
2024-11-04 21:20:53.565665,470.8306250206723,1.958433237139253,192.168.1.212,10.0.0.129,0,1.0,240.4118844043057,0.0
2024-11-04 21:20:54.565665,439.8293387770603,2.411711592281156,192.168.1.130,10.0.0.149,0,1.0,182.37227875205454,0.0
2024-11-04 21:20:55.565665,685.2278184508938,2.472816713783815,192.168.1.116,10.0.0.203,0,1.0,277.1041681461231,0.0
2024-11-04 21:20:56.565665,498.6502775262066,2.252182532859205,192.168.1.58,10.0.0.80,0,1.0,221.40757698407194,0.0
2024-11-04 21:20:57.565665,394.22890710441,1.72935045251888,192.168.1.251,10.0.0.99,0,1.0,227.9635724096276,0.0
2024-11-04 21:20:58.565665,582.2544912103189,1.0115892155262047,192.168.1.146,10.0.0.149,0,1.0,575.5839250495013,0.0
2024-11-04 21:20:59.565665,377.9156350028978,1.7523924509976323,192.168.1.222,10.0.0.105,0,1.0,215.65696359154677,0.0
2024-11-04 21:21:00.565665,520.8863595004756,1.847827564473024,192.168.1.106,10.0.0.203,0,1.0,281.8912162126045,0.0
2024-11-04 21:21:01.565665,304.03298761202245,1.843535516404993,192.168.1.56,10.0.0.254,0,1.0,164.91843249372565,0.0
2024-11-04 21:21:02.565665,367.1813951101569,2.309278178488962,192.168.1.122,10.0.0.95,0,1.0,159.00266954863616,0.0
2024-11-04 21:21:03.565665,519.6861235869123,2.99283820550742,192.168.1.192,10.0.0.177,0,1.0,173.64324026290032,0.0
2024-11-04 21:21:04.565665,573.8466579995411,2.0617646009205464,192.168.1.245,10.0.0.65,0,1.0,278.3279224715214,0.0
2024-11-04 21:21:05.565665,517.1368281189971,1.891634105421769,192.168.1.221,10.0.0.41,0,1.0,273.3810025082485,0.0
2024-11-04 21:21:06.565665,488.4351717611759,1.8703890934979537,192.168.1.103,10.0.0.224,0,1.0,261.14094305785164,0.0
2024-11-04 21:21:07.565665,469.8896304410711,2.062192383453857,192.168.1.123,10.0.0.67,0,1.0,227.8592599852773,0.0
2024-11-04 21:21:08.565665,352.1478009632573,1.5858531198258006,192.168.1.180,10.0.0.124,0,1.0,222.05574814011734,0.0
2024-11-04 21:21:09.565665,428.0155791605291,2.0600992793730275,192.168.1.250,10.0.0.224,0,1.0,207.76454001323265,0.0
2024-11-04 21:21:10.565665,453.93612290402126,2.2254061681659,192.168.1.22,10.0.0.42,0,1.0,203.97899915867455,0.0
2024-11-04 21:21:11.565665,605.7122226218916,2.104843031787244,192.168.1.221,10.0.0.69,0,1.0,287.77073324445246,0.0
2024-11-04 21:21:12.565665,534.3618289568461,2.2287709670023905,192.168.1.60,10.0.0.185,0,1.0,239.75627683069732,0.0
2024-11-04 21:21:13.565665,323.69598446372663,2.216873804674268,192.168.1.238,10.0.0.171,0,1.0,146.01461922695606,0.0
2024-11-04 21:21:14.565665,532.4083969394795,1.1140516588767782,192.168.1.138,10.0.0.101,0,1.0,477.902790860049,0.0
2024-11-04 21:21:15.565665,461.4917719583684,2.3184350791977018,192.168.1.84,10.0.0.140,0,1.0,199.0531354960642,0.0
2024-11-04 21:21:16.565665,432.3077999694041,1.6644925771687733,192.168.1.128,10.0.0.206,0,1.0,259.72347723216654,0.0
2024-11-04 21:21:17.565665,561.1676288840868,1.4520804184980212,192.168.1.80,10.0.0.64,0,1.0,386.45767943385533,0.0
2024-11-04 21:21:18.565665,1808.6604944147548,9.925284046332235,192.168.1.134,10.0.0.108,1,1.0,182.22758018528674,0.0
2024-11-04 21:21:19.565665,593.1280119116199,2.2167708052362647,192.168.1.81,10.0.0.51,0,1.0,267.5639766233767,0.0
2024-11-04 21:21:20.565665,416.07824767773616,1.8887125363875732,192.168.1.6,10.0.0.73,0,1.0,220.29728699399857,0.0
2024-11-04 21:21:21.565665,469.07876241487855,1.1590156080072946,192.168.1.86,10.0.0.60,0,1.0,404.72169587204235,0.0
2024-11-04 21:21:22.565665,533.1263431403564,2.239018907596141,192.168.1.82,10.0.0.199,0,1.0,238.10711974412595,0.0
2024-11-04 21:21:23.565665,597.5545127122359,1.2801959346005862,192.168.1.224,10.0.0.80,0,1.0,466.76801305314996,0.0
2024-11-04 21:21:24.565665,452.082576215471,2.069910679259105,192.168.1.156,10.0.0.156,0,1.0,218.40680409325077,0.1
2024-11-04 21:21:25.565665,481.4341023336183,2.1192494628365277,192.168.1.42,10.0.0.124,0,1.0,227.17198271186,0.1
2024-11-04 21:21:26.565665,389.3665025993972,2.4427885408475225,192.168.1.74,10.0.0.199,0,1.0,159.39427260630058,0.1
2024-11-04 21:21:27.565665,380.37933759193294,2.890842393233425,192.168.1.41,10.0.0.14,0,1.0,131.5807940558379,0.1
2024-11-04 21:21:28.565665,581.2525822394198,1.3176618370497293,192.168.1.63,10.0.0.160,0,1.0,441.1242443970721,0.1
2024-11-04 21:21:29.565665,635.6240028570824,1.9737630719684756,192.168.1.22,10.0.0.8,0,1.0,322.036627336006,0.1
2024-11-04 21:21:30.565665,492.7989878419666,1.8618323524778917,192.168.1.220,10.0.0.27,0,1.0,264.6849417919428,0.1
2024-11-04 21:21:31.565665,600.3532897892024,2.216874842980481,192.168.1.79,10.0.0.245,0,1.0,270.8106376371056,0.1
2024-11-04 21:21:32.565665,536.1636025047634,2.107834385466809,192.168.1.235,10.0.0.50,0,1.0,254.36704429984073,0.1
2024-11-04 21:21:33.565665,435.4880245394876,1.82372687863169,192.168.1.157,10.0.0.187,0,1.0,238.7901552814896,0.1
2024-11-04 21:21:34.565665,536.1395605508415,1.7795489056945724,192.168.1.71,10.0.0.57,0,1.0,301.27835140421826,0.1
2024-11-04 21:21:35.565665,653.8036566465969,1.4417745724079762,192.168.1.114,10.0.0.3,0,1.0,453.4714851813819,0.1
2024-11-04 21:21:36.565665,496.41739608900485,2.4939307912032547,192.168.1.34,10.0.0.155,0,1.0,199.0501892995582,0.1
2024-11-04 21:21:37.565665,656.4643655814007,2.2296020907997645,192.168.1.96,10.0.0.222,0,1.0,294.43117598886226,0.1
2024-11-04 21:21:38.565665,238.0254895910256,2.4588840988975686,192.168.1.130,10.0.0.34,0,1.0,96.80224037307957,0.1
2024-11-04 21:21:39.565665,582.1902504375224,1.8448019317622435,192.168.1.154,10.0.0.26,0,1.0,315.5841504791717,0.1
2024-11-04 21:21:40.565665,508.7047068238171,1.6715822656527848,192.168.1.109,10.0.0.250,0,1.0,304.325259531967,0.1
2024-11-04 21:21:41.565665,470.0992649534133,1.460842466685386,192.168.1.75,10.0.0.229,0,1.0,321.8001089604524,0.1
2024-11-04 21:21:42.565665,509.17607765355024,2.1794587918703296,192.168.1.217,10.0.0.168,0,1.0,233.62500798493852,0.1
2024-11-04 21:21:43.565665,301.24310853991074,1.480103387735883,192.168.1.19,10.0.0.115,0,1.0,203.52842310612024,0.1
2024-11-04 21:21:44.565665,478.0328112162488,2.924331534483275,192.168.1.125,10.0.0.86,0,1.0,163.46737898195133,0.1
2024-11-04 21:21:45.565665,535.7112571511747,1.3461787094532798,192.168.1.20,10.0.0.160,0,1.0,397.9495838028383,0.1
2024-11-04 21:21:46.565665,647.7894044741516,2.136830059606251,192.168.1.161,10.0.0.169,0,1.0,303.1543858913696,0.1
2024-11-04 21:21:47.565665,448.1729781726353,2.783427353606893,192.168.1.209,10.0.0.130,0,1.0,161.01479264111998,0.1
2024-11-04 21:21:48.565665,419.1506397106812,2.2995448796319047,192.168.1.116,10.0.0.111,0,1.0,182.27547695341175,0.1
2024-11-04 21:21:49.565665,449.8242956415463,2.087836856245889,192.168.1.94,10.0.0.200,0,1.0,215.44992574293818,0.1
2024-11-04 21:21:50.565665,591.5402117702074,1.5157581765190522,192.168.1.82,10.0.0.106,0,1.0,390.2602809167641,0.1
2024-11-04 21:21:51.565665,532.8751109659685,1.309115405716148,192.168.1.96,10.0.0.135,0,1.0,407.04975943237076,0.1
2024-11-04 21:21:52.565665,447.0239796232961,2.3850250544587928,192.168.1.104,10.0.0.19,0,1.0,187.42946904796113,0.1
2024-11-04 21:21:53.565665,551.3267433113356,2.753073620387473,192.168.1.237,10.0.0.33,0,1.0,200.25862702274586,0.1
2024-11-04 21:21:54.565665,509.707754934804,1.7805750047609143,192.168.1.4,10.0.0.246,0,1.0,286.2601988525862,0.1
2024-11-04 21:21:55.565665,596.8644990532889,1.4304692461918245,192.168.1.160,10.0.0.2,0,1.0,417.25084313574257,0.1
2024-11-04 21:21:56.565665,429.79469061226473,0.7709152847254908,192.168.1.147,10.0.0.195,0,1.0,557.5122184343601,0.1
2024-11-04 21:21:57.565665,467.2337853402232,1.509617578168731,192.168.1.131,10.0.0.220,0,1.0,309.5047329185247,0.1
2024-11-04 21:21:58.565665,460.7891846867842,1.94317157875048,192.168.1.230,10.0.0.206,0,1.0,237.13252587971982,0.1
2024-11-04 21:21:59.565665,353.64850518678816,2.799561620418367,192.168.1.92,10.0.0.15,0,1.0,126.32281518916481,0.1
2024-11-04 21:22:00.565665,529.6120277064576,2.3365668461164844,192.168.1.61,10.0.0.21,0,1.0,226.66247643918464,0.1
2024-11-04 21:22:01.565665,526.1055272179889,2.1525427023533763,192.168.1.38,10.0.0.78,0,1.0,244.41119176999248,0.1
2024-11-04 21:22:02.565665,500.5113456642461,1.7999401693494346,192.168.1.118,10.0.0.59,0,1.0,278.0711015773094,0.1
2024-11-04 21:22:03.565665,476.5412866624853,1.708417141372022,192.168.1.134,10.0.0.104,0,1.0,278.9373128624647,0.1
2024-11-04 21:22:04.565665,358.4629257949585,2.7028237987539816,192.168.1.56,10.0.0.82,0,1.0,132.62534019428574,0.1
2024-11-04 21:22:05.565665,457.9354677234641,2.1003692703791947,192.168.1.168,10.0.0.118,0,1.0,218.02617005570156,0.1
2024-11-04 21:22:06.565665,465.7285483473231,0.948699654039489,192.168.1.121,10.0.0.113,0,1.0,490.9125310252695,0.1
2024-11-04 21:22:07.565665,419.7722730778381,1.6632301760513786,192.168.1.81,10.0.0.39,0,1.0,252.38375248482205,0.1
2024-11-04 21:22:08.565665,483.8714288333991,1.5708919841141866,192.168.1.106,10.0.0.20,0,1.0,308.0233610754913,0.1
2024-11-04 21:22:09.565665,540.4050856814538,1.7268679954112676,192.168.1.120,10.0.0.1,0,1.0,312.9394297175285,0.1
2024-11-04 21:22:10.565665,688.618590121053,2.2814553301425424,192.168.1.69,10.0.0.73,0,1.0,301.83303658109713,0.1
2024-11-04 21:22:11.565665,517.4577812831839,1.9462775591028756,192.168.1.83,10.0.0.9,0,1.0,265.87049666323173,0.1
2024-11-04 21:22:12.565665,525.7550390722764,1.961567296498169,192.168.1.235,10.0.0.235,0,1.0,268.02804064426715,0.1
2024-11-04 21:22:13.565665,492.55540842338326,2.6567365806626184,192.168.1.42,10.0.0.51,0,1.0,185.3986624072962,0.1
2024-11-04 21:22:14.565665,308.1228784700959,1.6517694551066555,192.168.1.99,10.0.0.166,0,1.0,186.54109235250402,0.1
2024-11-04 21:22:15.565665,497.3486124550783,2.932099762943675,192.168.1.214,10.0.0.231,0,1.0,169.62199538386997,0.1
2024-11-04 21:22:16.565665,506.0230209941026,1.664346204314457,192.168.1.216,10.0.0.221,0,1.0,304.03711660611685,0.1
2024-11-04 21:22:17.565665,746.3242112485286,2.0445990983062856,192.168.1.202,10.0.0.15,0,1.0,365.0222734944822,0.1
2024-11-04 21:22:18.565665,480.76390352188776,1.8593982022986169,192.168.1.130,10.0.0.84,0,1.0,258.55887293402776,0.1
2024-11-04 21:22:19.565665,530.1547342333613,2.0617095667504803,192.168.1.28,10.0.0.230,0,1.0,257.14326730750605,0.1
2024-11-04 21:22:20.565665,496.5288230294757,2.2222959975365644,192.168.1.233,10.0.0.41,0,1.0,223.43055271659694,0.1
2024-11-04 21:22:21.565665,383.1321962380468,2.2169176200444385,192.168.1.229,10.0.0.222,0,1.0,172.82202675188572,0.1
2024-11-04 21:22:22.565665,614.2822814515021,1.62344133468971,192.168.1.117,10.0.0.175,0,1.0,378.3828022149691,0.1
2024-11-04 21:22:23.565665,575.1933032686774,1.4385426612762149,192.168.1.145,10.0.0.154,0,1.0,399.84445282866335,0.1
2024-11-04 21:22:24.565665,579.1031947043047,3.251585895452856,192.168.1.70,10.0.0.54,0,1.0,178.09869193803095,0.16666666666666666
2024-11-04 21:22:25.565665,409.0612545205261,1.7580078301997235,192.168.1.253,10.0.0.119,0,1.0,232.68454639024762,0.16666666666666666
2024-11-04 21:22:26.565665,640.2794310936099,2.349606219335993,192.168.1.107,10.0.0.198,0,1.0,272.50499501765665,0.16666666666666666
2024-11-04 21:22:27.565665,359.8148937207719,1.1961793447384017,192.168.1.123,10.0.0.167,0,1.0,300.8034667238478,0.16666666666666666
2024-11-04 21:22:28.565665,558.685709380027,1.8601936400476613,192.168.1.69,10.0.0.17,0,1.0,300.33739356603354,0.16666666666666666
2024-11-04 21:22:29.565665,719.0455625809979,1.9364003080087784,192.168.1.39,10.0.0.198,0,1.0,371.33105154295305,0.16666666666666666
2024-11-04 21:22:30.565665,400.9463674869312,2.236407534963916,192.168.1.135,10.0.0.128,0,1.0,179.28144187432295,0.16666666666666666
2024-11-04 21:22:31.565665,443.3702270397228,0.6387729295040305,192.168.1.160,10.0.0.92,0,1.0,694.0967698552498,0.16666666666666666
2024-11-04 21:22:32.565665,509.96513650876415,2.0830703065391654,192.168.1.4,10.0.0.9,0,1.0,244.81417401413853,0.16666666666666666
2024-11-04 21:22:33.565665,449.65243458838006,1.4251292723160536,192.168.1.149,10.0.0.219,0,1.0,315.5169452506059,0.16666666666666666
2024-11-04 21:22:34.565665,344.93365689338674,2.1621728555974618,192.168.1.234,10.0.0.227,0,1.0,159.53102731838388,0.16666666666666666
2024-11-04 21:22:35.565665,506.85629748060273,1.4818354015809183,192.168.1.254,10.0.0.46,0,1.0,342.0462872866011,0.16666666666666666
2024-11-04 21:22:36.565665,393.7696286273895,1.5722586520372093,192.168.1.160,10.0.0.134,0,1.0,250.44837763632196,0.16666666666666666
2024-11-04 21:22:37.565665,547.3592430635182,1.863186194803366,192.168.1.248,10.0.0.196,0,1.0,293.7759224441251,0.16666666666666666
2024-11-04 21:22:38.565665,408.0575765766197,1.4738352651984024,192.168.1.82,10.0.0.16,0,1.0,276.8678333407149,0.16666666666666666
2024-11-04 21:22:39.565665,654.993440501754,1.7622327766323225,192.168.1.97,10.0.0.215,0,1.0,371.6838372246516,0.16666666666666666
2024-11-04 21:22:40.565665,421.67467076637627,1.4033121157283424,192.168.1.142,10.0.0.112,0,1.0,300.48530618402026,0.16666666666666666
2024-11-04 21:22:41.565665,467.79384837943246,1.0834147741506364,192.168.1.70,10.0.0.87,0,1.0,431.7772468500518,0.16666666666666666
2024-11-04 21:22:42.565665,581.351721736967,2.50897852621468,192.168.1.203,10.0.0.157,0,1.0,231.70852825673956,0.16666666666666666
2024-11-04 21:22:43.565665,376.91356835660446,1.3519756535880358,192.168.1.46,10.0.0.169,0,1.0,278.7872454332338,0.16666666666666666
2024-11-04 21:22:44.565665,522.7459934604129,1.910659556196008,192.168.1.148,10.0.0.196,0,1.0,273.5945248671952,0.16666666666666666
2024-11-04 21:22:45.565665,630.7142754282428,2.3764455407468925,192.168.1.221,10.0.0.62,0,1.0,265.40236862739795,0.16666666666666666
2024-11-04 21:22:46.565665,339.25167654387724,1.6925279487419784,192.168.1.186,10.0.0.104,0,1.0,200.44081209768862,0.16666666666666666
2024-11-04 21:22:47.565665,518.4633858532304,1.587417050127231,192.168.1.99,10.0.0.120,0,1.0,326.6081750927872,0.16666666666666666
2024-11-04 21:22:48.565665,525.9882794248424,2.1131190443337107,192.168.1.80,10.0.0.168,0,1.0,248.9155927278542,0.16666666666666666
2024-11-04 21:22:49.565665,578.182287177731,2.558966911363576,192.168.1.48,10.0.0.190,0,1.0,225.9436355390933,0.16666666666666666
2024-11-04 21:22:50.565665,376.3049289121918,1.4153423674567656,192.168.1.7,10.0.0.152,0,1.0,265.8755489587835,0.16666666666666666
2024-11-04 21:22:51.565665,367.9543386915724,1.9249260839912803,192.168.1.40,10.0.0.134,0,1.0,191.15245086638828,0.16666666666666666
2024-11-04 21:22:52.565665,1522.400713828038,10.370137049011811,192.168.1.59,10.0.0.40,1,1.0,146.80622894690774,0.16666666666666666
2024-11-04 21:22:53.565665,529.6984673233186,1.803399498158905,192.168.1.252,10.0.0.198,0,1.0,293.7221995814511,0.16666666666666666
2024-11-04 21:22:54.565665,525.0492850345877,2.017102342269037,192.168.1.36,10.0.0.58,0,1.0,260.2987830770947,0.16666666666666666
2024-11-04 21:22:55.565665,534.6448209496975,1.572687679122467,192.168.1.172,10.0.0.142,0,1.0,339.9561324521982,0.16666666666666666
2024-11-04 21:22:56.565665,431.9975278421509,1.7715040830873845,192.168.1.108,10.0.0.78,0,1.0,243.8591770498569,0.16666666666666666
2024-11-04 21:22:57.565665,523.2253697161003,1.295886615846275,192.168.1.31,10.0.0.242,0,1.0,403.75860304291325,0.16666666666666666
2024-11-04 21:22:58.565665,529.3072473298681,2.0385393056907466,192.168.1.170,10.0.0.173,0,1.0,259.65025342031146,0.16666666666666666
2024-11-04 21:22:59.565665,428.5648581973632,2.5278471244415748,192.168.1.44,10.0.0.111,0,1.0,169.53749063920833,0.16666666666666666
2024-11-04 21:23:00.565665,686.5774511144757,1.4514280651147682,192.168.1.171,10.0.0.99,0,1.0,473.03581046587124,0.16666666666666666
2024-11-04 21:23:01.565665,547.3832920911788,1.6886641167238086,192.168.1.43,10.0.0.6,0,1.0,324.1516691626999,0.16666666666666666
2024-11-04 21:23:02.565665,380.8696502797352,2.251273123227091,192.168.1.175,10.0.0.23,0,1.0,169.17967275946376,0.16666666666666666
2024-11-04 21:23:03.565665,565.655360863383,2.606045359661368,192.168.1.134,10.0.0.62,0,1.0,217.05507111237876,0.16666666666666666
2024-11-04 21:23:04.565665,402.5318329772679,1.2534050938955343,192.168.1.93,10.0.0.212,0,1.0,321.15062794759723,0.16666666666666666
2024-11-04 21:23:05.565665,578.7084603742452,1.9156076312920252,192.168.1.219,10.0.0.17,0,1.0,302.10177226320724,0.16666666666666666
2024-11-04 21:23:06.565665,615.8595579007404,2.1415654111597626,192.168.1.235,10.0.0.84,0,1.0,287.57447925310964,0.16666666666666666
2024-11-04 21:23:07.565665,417.93176816482895,1.948971804685576,192.168.1.194,10.0.0.112,0,1.0,214.43705196764154,0.16666666666666666
2024-11-04 21:23:08.565665,596.3376129244322,0.7616039665614565,192.168.1.248,10.0.0.198,0,1.0,783.0022414626062,0.16666666666666666
2024-11-04 21:23:09.565665,541.2780926936498,2.250545004654386,192.168.1.86,10.0.0.104,0,1.0,240.50978388533642,0.16666666666666666
2024-11-04 21:23:10.565665,582.2060159994489,2.759668175545322,192.168.1.251,10.0.0.125,0,1.0,210.9695727764091,0.16666666666666666
2024-11-04 21:23:11.565665,689.6792982653948,2.058330875584752,192.168.1.9,10.0.0.28,0,1.0,335.06726564040076,0.16666666666666666
2024-11-04 21:23:12.565665,475.46118839971297,1.4844469733528682,192.168.1.11,10.0.0.141,0,1.0,320.2951650915529,0.16666666666666666
2024-11-04 21:23:13.565665,424.6263835642511,1.7434363768178585,192.168.1.80,10.0.0.157,0,1.0,243.5571433580412,0.16666666666666666
2024-11-04 21:23:14.565665,411.04855703744767,2.8849565338277965,192.168.1.109,10.0.0.254,0,1.0,142.47998270256892,0.16666666666666666
2024-11-04 21:23:15.565665,418.4189715034562,2.454981270430279,192.168.1.205,10.0.0.173,0,1.0,170.43672656212192,0.16666666666666666
2024-11-04 21:23:16.565665,492.2898290585896,2.3200133091921646,192.168.1.246,10.0.0.20,0,1.0,212.19267454547764,0.16666666666666666
2024-11-04 21:23:17.565665,534.1151974816644,2.178206291767188,192.168.1.118,10.0.0.186,0,1.0,245.20872954064166,0.16666666666666666
2024-11-04 21:23:18.565665,527.6690799330019,1.669431443904514,192.168.1.252,10.0.0.209,0,1.0,316.0771182666084,0.16666666666666666
2024-11-04 21:23:19.565665,1362.4564617047606,6.383925054390957,192.168.1.18,10.0.0.117,1,1.0,213.41987101926316,0.16666666666666666
2024-11-04 21:23:20.565665,501.3001891877907,1.961038632160742,192.168.1.245,10.0.0.247,0,1.0,255.62994066845096,0.16666666666666666
2024-11-04 21:23:21.565665,645.3534077157317,2.274787158032222,192.168.1.153,10.0.0.54,0,1.0,283.69836950986974,0.16666666666666666
2024-11-04 21:23:22.565665,473.5343166762044,2.754459447133452,192.168.1.97,10.0.0.227,0,1.0,171.91551582616637,0.16666666666666666
2024-11-04 21:23:23.565665,772.0169166589619,2.559169068396564,192.168.1.244,10.0.0.109,0,1.0,301.66702395425,0.16666666666666666
2024-11-04 21:23:24.565665,1621.375642281436,8.904791602396934,192.168.1.202,10.0.0.231,1,1.0,182.07901034371255,0.06666666666666667
2024-11-04 21:23:25.565665,414.2842443583718,2.1119974844505243,192.168.1.186,10.0.0.64,0,1.0,196.15754630794723,0.06666666666666667
2024-11-04 21:23:26.565665,392.9107501938888,2.3683816725839484,192.168.1.30,10.0.0.52,0,1.0,165.89840849647172,0.06666666666666667
2024-11-04 21:23:27.565665,548.2472415243185,2.309430165072317,192.168.1.115,10.0.0.229,0,1.0,237.39502922234965,0.06666666666666667
2024-11-04 21:23:28.565665,477.6537214674149,1.6853831183062904,192.168.1.241,10.0.0.43,0,1.0,283.4095798630216,0.06666666666666667
2024-11-04 21:23:29.565665,571.4000494092093,3.4570546078841806,192.168.1.1,10.0.0.87,0,1.0,165.28522520473663,0.06666666666666667
2024-11-04 21:23:30.565665,547.3237624573545,1.3614577188344406,192.168.1.191,10.0.0.18,0,1.0,402.01304446378595,0.06666666666666667
2024-11-04 21:23:31.565665,492.7171087343127,1.4584057766669751,192.168.1.97,10.0.0.228,0,1.0,337.8463776112867,0.06666666666666667
2024-11-04 21:23:32.565665,415.3206281931595,2.116797540630788,192.168.1.113,10.0.0.84,0,1.0,196.2023387788883,0.06666666666666667
2024-11-04 21:23:33.565665,348.5152775314135,3.0584015274819265,192.168.1.79,10.0.0.54,0,1.0,113.95340814466456,0.06666666666666667
2024-11-04 21:23:34.565665,455.3485047932979,1.5819025746479145,192.168.1.29,10.0.0.60,0,1.0,287.8486400432373,0.06666666666666667
2024-11-04 21:23:35.565665,585.6398794323472,1.867085817176504,192.168.1.66,10.0.0.123,0,1.0,313.66521776592987,0.06666666666666667
2024-11-04 21:23:36.565665,521.4093744130204,2.5386468365078465,192.168.1.203,10.0.0.71,0,1.0,205.3887003559224,0.06666666666666667
2024-11-04 21:23:37.565665,375.4261221288012,1.991068922556133,192.168.1.181,10.0.0.228,0,1.0,188.55506099047005,0.06666666666666667
2024-11-04 21:23:38.565665,517.3180925851182,1.832698072734852,192.168.1.226,10.0.0.234,0,1.0,282.27131368842873,0.06666666666666667
2024-11-04 21:23:39.565665,538.5317379728837,2.28281645094336,192.168.1.244,10.0.0.129,0,1.0,235.90671854074765,0.06666666666666667
2024-11-04 21:23:40.565665,411.6142563798867,2.136258995114797,192.168.1.105,10.0.0.113,0,1.0,192.67994064444775,0.06666666666666667
2024-11-04 21:23:41.565665,2158.5855191042224,4.81600642423486,192.168.1.19,10.0.0.37,1,1.0,448.21068099948934,0.06666666666666667
2024-11-04 21:23:42.565665,505.8208718446,2.645734444532682,192.168.1.66,10.0.0.49,0,1.0,191.18353804927824,0.06666666666666667
2024-11-04 21:23:43.565665,385.7029702169377,2.1535015300026807,192.168.1.112,10.0.0.35,0,1.0,179.10503653854266,0.06666666666666667
2024-11-04 21:23:44.565665,535.7787360348283,2.1458663626891545,192.168.1.212,10.0.0.105,0,1.0,249.67945131653104,0.06666666666666667
2024-11-04 21:23:45.565665,556.0784526368234,2.1070554911430666,192.168.1.233,10.0.0.195,0,1.0,263.91258083817894,0.06666666666666667
