timestamp,packet_size,connection_duration,src_ip,dst_ip,label
2024-11-04 21:20:46.565665,506.7528204687924,2.680503352384887,192.168.1.102,10.0.0.213,0
2024-11-04 21:20:47.565665,357.52518137865434,2.0323956750616907,192.168.1.29,10.0.0.202,0
2024-11-04 21:20:48.565665,445.5617275474817,2.382718747187508,192.168.1.37,10.0.0.21,0
2024-11-04 21:20:49.565665,1339.9902246752058,10.376229018140156,192.168.1.163,10.0.0.218,1
2024-11-04 21:20:50.565665,384.90064225776973,2.1227493408971565,192.168.1.148,10.0.0.41,0
2024-11-04 21:20:51.565665,537.5698018345672,1.8724064142428583,192.168.1.163,10.0.0.120,0
2024-11-04 21:20:52.565665,439.9361310081195,1.147689020911442,192.168.1.227,10.0.0.3,0
2024-11-04 21:20:53.565665,470.8306250206723,1.958433237139253,192.168.1.212,10.0.0.129,0
2024-11-04 21:20:54.565665,439.8293387770603,2.4117115922811556,192.168.1.130,10.0.0.149,0
2024-11-04 21:20:55.565665,685.2278184508938,2.472816713783815,192.168.1.116,10.0.0.203,0
2024-11-04 21:20:56.565665,498.6502775262066,2.252182532859205,192.168.1.58,10.0.0.80,0
2024-11-04 21:20:57.565665,394.22890710441,1.72935045251888,192.168.1.251,10.0.0.99,0
2024-11-04 21:20:58.565665,582.2544912103189,1.0115892155262047,192.168.1.146,10.0.0.149,0
2024-11-04 21:20:59.565665,377.9156350028978,1.7523924509976325,192.168.1.222,10.0.0.105,0
2024-11-04 21:21:00.565665,520.8863595004756,1.8478275644730242,192.168.1.106,10.0.0.203,0
2024-11-04 21:21:01.565665,304.03298761202245,1.843535516404993,192.168.1.56,10.0.0.254,0
2024-11-04 21:21:02.565665,367.1813951101569,2.309278178488962,192.168.1.122,10.0.0.95,0
2024-11-04 21:21:03.565665,519.6861235869123,2.99283820550742,192.168.1.192,10.0.0.177,0
2024-11-04 21:21:04.565665,573.8466579995411,2.0617646009205464,192.168.1.245,10.0.0.65,0
2024-11-04 21:21:05.565665,517.1368281189971,1.8916341054217691,192.168.1.221,10.0.0.41,0
2024-11-04 21:21:06.565665,488.4351717611759,1.8703890934979537,192.168.1.103,10.0.0.224,0
2024-11-04 21:21:07.565665,469.8896304410711,2.062192383453857,192.168.1.123,10.0.0.67,0
2024-11-04 21:21:08.565665,352.1478009632573,1.5858531198258006,192.168.1.180,10.0.0.124,0
2024-11-04 21:21:09.565665,428.0155791605291,2.0600992793730275,192.168.1.250,10.0.0.224,0
2024-11-04 21:21:10.565665,453.93612290402126,2.2254061681659,192.168.1.22,10.0.0.42,0
2024-11-04 21:21:11.565665,605.7122226218916,2.104843031787244,192.168.1.221,10.0.0.69,0
2024-11-04 21:21:12.565665,534.3618289568461,2.2287709670023905,192.168.1.60,10.0.0.185,0
2024-11-04 21:21:13.565665,323.69598446372663,2.2168738046742678,192.168.1.238,10.0.0.171,0
2024-11-04 21:21:14.565665,532.4083969394795,1.1140516588767782,192.168.1.138,10.0.0.101,0
2024-11-04 21:21:15.565665,461.49177195836836,2.3184350791977018,192.168.1.84,10.0.0.140,0
2024-11-04 21:21:16.565665,432.30779996940413,1.6644925771687733,192.168.1.128,10.0.0.206,0
2024-11-04 21:21:17.565665,561.1676288840868,1.4520804184980212,192.168.1.80,10.0.0.64,0
2024-11-04 21:21:18.565665,1808.6604944147548,9.925284046332235,192.168.1.134,10.0.0.108,1
2024-11-04 21:21:19.565665,593.1280119116199,2.2167708052362647,192.168.1.81,10.0.0.51,0
2024-11-04 21:21:20.565665,416.07824767773616,1.8887125363875734,192.168.1.6,10.0.0.73,0
2024-11-04 21:21:21.565665,469.07876241487855,1.1590156080072946,192.168.1.86,10.0.0.60,0
2024-11-04 21:21:22.565665,533.1263431403564,2.2390189075961415,192.168.1.82,10.0.0.199,0
2024-11-04 21:21:23.565665,597.5545127122359,1.2801959346005862,192.168.1.224,10.0.0.80,0
2024-11-04 21:21:24.565665,452.082576215471,2.0699106792591055,192.168.1.156,10.0.0.156,0
2024-11-04 21:21:25.565665,481.4341023336183,2.1192494628365273,192.168.1.42,10.0.0.124,0
2024-11-04 21:21:26.565665,389.36650259939717,2.4427885408475225,192.168.1.74,10.0.0.199,0
2024-11-04 21:21:27.565665,380.37933759193294,2.8908423932334255,192.168.1.41,10.0.0.14,0
2024-11-04 21:21:28.565665,581.2525822394198,1.3176618370497293,192.168.1.63,10.0.0.160,0
2024-11-04 21:21:29.565665,635.6240028570824,1.9737630719684753,192.168.1.22,10.0.0.8,0
2024-11-04 21:21:30.565665,492.7989878419666,1.8618323524778913,192.168.1.220,10.0.0.27,0
2024-11-04 21:21:31.565665,600.3532897892024,2.216874842980481,192.168.1.79,10.0.0.245,0
2024-11-04 21:21:32.565665,536.1636025047634,2.107834385466809,192.168.1.235,10.0.0.50,0
2024-11-04 21:21:33.565665,435.4880245394876,1.82372687863169,192.168.1.157,10.0.0.187,0
2024-11-04 21:21:34.565665,536.1395605508415,1.7795489056945724,192.168.1.71,10.0.0.57,0
2024-11-04 21:21:35.565665,653.8036566465969,1.4417745724079762,192.168.1.114,10.0.0.3,0
2024-11-04 21:21:36.565665,496.41739608900485,2.4939307912032547,192.168.1.34,10.0.0.155,0
2024-11-04 21:21:37.565665,656.4643655814007,2.2296020907997645,192.168.1.96,10.0.0.222,0
2024-11-04 21:21:38.565665,238.02548959102558,2.4588840988975686,192.168.1.130,10.0.0.34,0
2024-11-04 21:21:39.565665,582.1902504375224,1.8448019317622433,192.168.1.154,10.0.0.26,0
2024-11-04 21:21:40.565665,508.7047068238171,1.6715822656527848,192.168.1.109,10.0.0.250,0
2024-11-04 21:21:41.565665,470.09926495341324,1.460842466685386,192.168.1.75,10.0.0.229,0
2024-11-04 21:21:42.565665,509.17607765355024,2.1794587918703296,192.168.1.217,10.0.0.168,0
2024-11-04 21:21:43.565665,301.24310853991074,1.4801033877358827,192.168.1.19,10.0.0.115,0
2024-11-04 21:21:44.565665,478.03281121624883,2.924331534483275,192.168.1.125,10.0.0.86,0
2024-11-04 21:21:45.565665,535.7112571511747,1.3461787094532798,192.168.1.20,10.0.0.160,0
2024-11-04 21:21:46.565665,647.7894044741516,2.136830059606251,192.168.1.161,10.0.0.169,0
2024-11-04 21:21:47.565665,448.1729781726353,2.783427353606893,192.168.1.209,10.0.0.130,0
2024-11-04 21:21:48.565665,419.1506397106812,2.2995448796319047,192.168.1.116,10.0.0.111,0
2024-11-04 21:21:49.565665,449.8242956415463,2.0878368562458895,192.168.1.94,10.0.0.200,0
2024-11-04 21:21:50.565665,591.5402117702074,1.5157581765190522,192.168.1.82,10.0.0.106,0
2024-11-04 21:21:51.565665,532.8751109659685,1.309115405716148,192.168.1.96,10.0.0.135,0
2024-11-04 21:21:52.565665,447.0239796232961,2.3850250544587928,192.168.1.104,10.0.0.19,0
2024-11-04 21:21:53.565665,551.3267433113356,2.7530736203874735,192.168.1.237,10.0.0.33,0
2024-11-04 21:21:54.565665,509.70775493480403,1.7805750047609143,192.168.1.4,10.0.0.246,0
2024-11-04 21:21:55.565665,596.8644990532889,1.4304692461918245,192.168.1.160,10.0.0.2,0
2024-11-04 21:21:56.565665,429.79469061226473,0.7709152847254908,192.168.1.147,10.0.0.195,0
2024-11-04 21:21:57.565665,467.23378534022316,1.509617578168731,192.168.1.131,10.0.0.220,0
2024-11-04 21:21:58.565665,460.7891846867842,1.94317157875048,192.168.1.230,10.0.0.206,0
2024-11-04 21:21:59.565665,353.64850518678816,2.799561620418367,192.168.1.92,10.0.0.15,0
2024-11-04 21:22:00.565665,529.6120277064576,2.3365668461164844,192.168.1.61,10.0.0.21,0
2024-11-04 21:22:01.565665,526.1055272179889,2.1525427023533763,192.168.1.38,10.0.0.78,0
2024-11-04 21:22:02.565665,500.5113456642461,1.7999401693494346,192.168.1.118,10.0.0.59,0
2024-11-04 21:22:03.565665,476.54128666248533,1.708417141372022,192.168.1.134,10.0.0.104,0
2024-11-04 21:22:04.565665,358.46292579495855,2.7028237987539816,192.168.1.56,10.0.0.82,0
2024-11-04 21:22:05.565665,457.9354677234641,2.1003692703791947,192.168.1.168,10.0.0.118,0
2024-11-04 21:22:06.565665,465.72854834732306,0.948699654039489,192.168.1.121,10.0.0.113,0
2024-11-04 21:22:07.565665,419.7722730778381,1.6632301760513786,192.168.1.81,10.0.0.39,0
2024-11-04 21:22:08.565665,483.8714288333991,1.5708919841141866,192.168.1.106,10.0.0.20,0
2024-11-04 21:22:09.565665,540.4050856814538,1.7268679954112676,192.168.1.120,10.0.0.1,0
2024-11-04 21:22:10.565665,688.618590121053,2.2814553301425424,192.168.1.69,10.0.0.73,0
2024-11-04 21:22:11.565665,517.4577812831839,1.9462775591028754,192.168.1.83,10.0.0.9,0
2024-11-04 21:22:12.565665,525.7550390722764,1.961567296498169,192.168.1.235,10.0.0.235,0
2024-11-04 21:22:13.565665,492.55540842338326,2.6567365806626184,192.168.1.42,10.0.0.51,0
2024-11-04 21:22:14.565665,308.1228784700959,1.6517694551066557,192.168.1.99,10.0.0.166,0
2024-11-04 21:22:15.565665,497.3486124550783,2.932099762943675,192.168.1.214,10.0.0.231,0
2024-11-04 21:22:16.565665,506.02302099410264,1.664346204314457,192.168.1.216,10.0.0.221,0
2024-11-04 21:22:17.565665,746.3242112485286,2.0445990983062856,192.168.1.202,10.0.0.15,0
2024-11-04 21:22:18.565665,480.76390352188776,1.8593982022986166,192.168.1.130,10.0.0.84,0
2024-11-04 21:22:19.565665,530.1547342333613,2.0617095667504803,192.168.1.28,10.0.0.230,0
2024-11-04 21:22:20.565665,496.5288230294757,2.2222959975365644,192.168.1.233,10.0.0.41,0
2024-11-04 21:22:21.565665,383.1321962380468,2.2169176200444385,192.168.1.229,10.0.0.222,0
2024-11-04 21:22:22.565665,614.2822814515021,1.62344133468971,192.168.1.117,10.0.0.175,0
2024-11-04 21:22:23.565665,575.1933032686774,1.4385426612762147,192.168.1.145,10.0.0.154,0
2024-11-04 21:22:24.565665,579.1031947043047,3.2515858954528554,192.168.1.70,10.0.0.54,0
2024-11-04 21:22:25.565665,409.0612545205261,1.7580078301997235,192.168.1.253,10.0.0.119,0
2024-11-04 21:22:26.565665,640.2794310936099,2.3496062193359935,192.168.1.107,10.0.0.198,0
2024-11-04 21:22:27.565665,359.8148937207719,1.1961793447384017,192.168.1.123,10.0.0.167,0
2024-11-04 21:22:28.565665,558.685709380027,1.8601936400476615,192.168.1.69,10.0.0.17,0
2024-11-04 21:22:29.565665,719.0455625809979,1.9364003080087786,192.168.1.39,10.0.0.198,0
2024-11-04 21:22:30.565665,400.9463674869312,2.236407534963916,192.168.1.135,10.0.0.128,0
2024-11-04 21:22:31.565665,443.3702270397228,0.6387729295040305,192.168.1.160,10.0.0.92,0
2024-11-04 21:22:32.565665,509.96513650876415,2.0830703065391654,192.168.1.4,10.0.0.9,0
2024-11-04 21:22:33.565665,449.65243458838006,1.4251292723160536,192.168.1.149,10.0.0.219,0
2024-11-04 21:22:34.565665,344.93365689338674,2.1621728555974618,192.168.1.234,10.0.0.227,0
2024-11-04 21:22:35.565665,506.85629748060273,1.4818354015809185,192.168.1.254,10.0.0.46,0
2024-11-04 21:22:36.565665,393.7696286273895,1.5722586520372093,192.168.1.160,10.0.0.134,0
2024-11-04 21:22:37.565665,547.3592430635182,1.863186194803366,192.168.1.248,10.0.0.196,0
2024-11-04 21:22:38.565665,408.0575765766197,1.4738352651984024,192.168.1.82,10.0.0.16,0
2024-11-04 21:22:39.565665,654.993440501754,1.7622327766323225,192.168.1.97,10.0.0.215,0
2024-11-04 21:22:40.565665,421.67467076637627,1.4033121157283424,192.168.1.142,10.0.0.112,0
2024-11-04 21:22:41.565665,467.79384837943246,1.0834147741506364,192.168.1.70,10.0.0.87,0
2024-11-04 21:22:42.565665,581.351721736967,2.5089785262146798,192.168.1.203,10.0.0.157,0
2024-11-04 21:22:43.565665,376.91356835660446,1.3519756535880358,192.168.1.46,10.0.0.169,0
2024-11-04 21:22:44.565665,522.7459934604129,1.9106595561960082,192.168.1.148,10.0.0.196,0
2024-11-04 21:22:45.565665,630.7142754282428,2.3764455407468925,192.168.1.221,10.0.0.62,0
2024-11-04 21:22:46.565665,339.25167654387724,1.6925279487419784,192.168.1.186,10.0.0.104,0
2024-11-04 21:22:47.565665,518.4633858532304,1.587417050127231,192.168.1.99,10.0.0.120,0
2024-11-04 21:22:48.565665,525.9882794248424,2.1131190443337107,192.168.1.80,10.0.0.168,0
2024-11-04 21:22:49.565665,578.182287177731,2.558966911363576,192.168.1.48,10.0.0.190,0
2024-11-04 21:22:50.565665,376.3049289121918,1.4153423674567656,192.168.1.7,10.0.0.152,0
2024-11-04 21:22:51.565665,367.9543386915724,1.9249260839912805,192.168.1.40,10.0.0.134,0
2024-11-04 21:22:52.565665,1522.400713828038,10.370137049011811,192.168.1.59,10.0.0.40,1
2024-11-04 21:22:53.565665,529.6984673233186,1.803399498158905,192.168.1.252,10.0.0.198,0
2024-11-04 21:22:54.565665,525.0492850345877,2.0171023422690375,192.168.1.36,10.0.0.58,0
2024-11-04 21:22:55.565665,534.6448209496975,1.572687679122467,192.168.1.172,10.0.0.142,0
2024-11-04 21:22:56.565665,431.99752784215093,1.7715040830873843,192.168.1.108,10.0.0.78,0
2024-11-04 21:22:57.565665,523.2253697161003,1.295886615846275,192.168.1.31,10.0.0.242,0
2024-11-04 21:22:58.565665,529.3072473298681,2.0385393056907466,192.168.1.170,10.0.0.173,0
2024-11-04 21:22:59.565665,428.5648581973632,2.5278471244415748,192.168.1.44,10.0.0.111,0
2024-11-04 21:23:00.565665,686.5774511144757,1.4514280651147682,192.168.1.171,10.0.0.99,0
2024-11-04 21:23:01.565665,547.3832920911788,1.6886641167238086,192.168.1.43,10.0.0.6,0
2024-11-04 21:23:02.565665,380.86965027973514,2.251273123227091,192.168.1.175,10.0.0.23,0
2024-11-04 21:23:03.565665,565.655360863383,2.606045359661368,192.168.1.134,10.0.0.62,0
2024-11-04 21:23:04.565665,402.53183297726787,1.2534050938955343,192.168.1.93,10.0.0.212,0
2024-11-04 21:23:05.565665,578.7084603742452,1.9156076312920254,192.168.1.219,10.0.0.17,0
2024-11-04 21:23:06.565665,615.8595579007404,2.1415654111597626,192.168.1.235,10.0.0.84,0
2024-11-04 21:23:07.565665,417.93176816482895,1.948971804685576,192.168.1.194,10.0.0.112,0
2024-11-04 21:23:08.565665,596.3376129244322,0.7616039665614565,192.168.1.248,10.0.0.198,0
2024-11-04 21:23:09.565665,541.2780926936498,2.250545004654386,192.168.1.86,10.0.0.104,0
2024-11-04 21:23:10.565665,582.2060159994489,2.759668175545322,192.168.1.251,10.0.0.125,0
2024-11-04 21:23:11.565665,689.6792982653948,2.0583308755847516,192.168.1.9,10.0.0.28,0
2024-11-04 21:23:12.565665,475.46118839971297,1.4844469733528682,192.168.1.11,10.0.0.141,0
2024-11-04 21:23:13.565665,424.62638356425106,1.7434363768178585,192.168.1.80,10.0.0.157,0
2024-11-04 21:23:14.565665,411.04855703744767,2.8849565338277965,192.168.1.109,10.0.0.254,0
2024-11-04 21:23:15.565665,418.4189715034562,2.454981270430279,192.168.1.205,10.0.0.173,0
2024-11-04 21:23:16.565665,492.2898290585896,2.3200133091921646,192.168.1.246,10.0.0.20,0
2024-11-04 21:23:17.565665,534.1151974816644,2.178206291767188,192.168.1.118,10.0.0.186,0
2024-11-04 21:23:18.565665,527.6690799330019,1.669431443904514,192.168.1.252,10.0.0.209,0
2024-11-04 21:23:19.565665,1362.4564617047606,6.383925054390957,192.168.1.18,10.0.0.117,1
2024-11-04 21:23:20.565665,501.3001891877907,1.961038632160742,192.168.1.245,10.0.0.247,0
2024-11-04 21:23:21.565665,645.3534077157317,2.274787158032222,192.168.1.153,10.0.0.54,0
2024-11-04 21:23:22.565665,473.5343166762044,2.754459447133452,192.168.1.97,10.0.0.227,0
2024-11-04 21:23:23.565665,772.0169166589619,2.5591690683965638,192.168.1.244,10.0.0.109,0
2024-11-04 21:23:24.565665,1621.375642281436,8.904791602396934,192.168.1.202,10.0.0.231,1
2024-11-04 21:23:25.565665,414.2842443583718,2.1119974844505243,192.168.1.186,10.0.0.64,0
2024-11-04 21:23:26.565665,392.91075019388876,2.3683816725839484,192.168.1.30,10.0.0.52,0
2024-11-04 21:23:27.565665,548.2472415243185,2.3094301650723175,192.168.1.115,10.0.0.229,0
2024-11-04 21:23:28.565665,477.6537214674149,1.6853831183062904,192.168.1.241,10.0.0.43,0
2024-11-04 21:23:29.565665,571.4000494092093,3.4570546078841806,192.168.1.1,10.0.0.87,0
2024-11-04 21:23:30.565665,547.3237624573545,1.3614577188344406,192.168.1.191,10.0.0.18,0
2024-11-04 21:23:31.565665,492.7171087343127,1.4584057766669751,192.168.1.97,10.0.0.228,0
2024-11-04 21:23:32.565665,415.3206281931595,2.116797540630788,192.168.1.113,10.0.0.84,0
2024-11-04 21:23:33.565665,348.5152775314135,3.0584015274819265,192.168.1.79,10.0.0.54,0
2024-11-04 21:23:34.565665,455.3485047932979,1.5819025746479145,192.168.1.29,10.0.0.60,0
2024-11-04 21:23:35.565665,585.6398794323472,1.867085817176504,192.168.1.66,10.0.0.123,0
2024-11-04 21:23:36.565665,521.4093744130204,2.5386468365078465,192.168.1.203,10.0.0.71,0
2024-11-04 21:23:37.565665,375.4261221288012,1.9910689225561333,192.168.1.181,10.0.0.228,0
2024-11-04 21:23:38.565665,517.3180925851182,1.832698072734852,192.168.1.226,10.0.0.234,0
2024-11-04 21:23:39.565665,538.5317379728837,2.28281645094336,192.168.1.244,10.0.0.129,0
2024-11-04 21:23:40.565665,411.6142563798867,2.1362589951147966,192.168.1.105,10.0.0.113,0
2024-11-04 21:23:41.565665,2158.5855191042224,4.81600642423486,192.168.1.19,10.0.0.37,1
2024-11-04 21:23:42.565665,505.8208718446,2.645734444532682,192.168.1.66,10.0.0.49,0
2024-11-04 21:23:43.565665,385.7029702169377,2.1535015300026807,192.168.1.112,10.0.0.35,0
2024-11-04 21:23:44.565665,535.7787360348283,2.1458663626891545,192.168.1.212,10.0.0.105,0
2024-11-04 21:23:45.565665,556.0784526368234,2.1070554911430666,192.168.1.233,10.0.0.195,0
2024-11-04 21:23:46.565665,608.3051243175277,2.244565278324644,192.168.1.180,10.0.0.35,0
2024-11-04 21:23:47.565665,605.3802052034903,2.027585318935732,192.168.1.159,10.0.0.221,0
2024-11-04 21:23:48.565665,362.2330632042909,1.9996957588388553,192.168.1.60,10.0.0.9,0
2024-11-04 21:23:49.565665,406.21749600848773,2.5983135604136214,192.168.1.117,10.0.0.165,0
2024-11-04 21:23:50.565665,551.5035267208659,2.7580580901775216,192.168.1.68,10.0.0.60,0
2024-11-04 21:23:51.565665,551.3785950912209,1.2462235276832896,192.168.1.93,10.0.0.56,0
2024-11-04 21:23:52.565665,551.5047686306048,2.0050105758702848,192.168.1.248,10.0.0.106,0
2024-11-04 21:23:53.565665,885.2731490654721,1.6556527832773826,192.168.1.158,10.0.0.111,0
2024-11-04 21:23:54.565665,557.0890510693167,1.8445142667569638,192.168.1.141,10.0.0.89,0
2024-11-04 21:23:55.565665,613.5565640180599,2.2012581048676605,192.168.1.143,10.0.0.12,0
2024-11-04 21:23:56.565665,1043.7919323585616,9.994046127585914,192.168.1.148,10.0.0.230,1
2024-11-04 21:23:57.565665,565.1391251305798,1.9439367781943275,192.168.1.162,10.0.0.71,0
2024-11-04 21:23:58.565665,468.47307553596545,1.0433298326385985,192.168.1.220,10.0.0.71,0
2024-11-04 21:23:59.565665,575.8969220493268,1.5174772097119102,192.168.1.148,10.0.0.119,0
2024-11-04 21:24:00.565665,422.71747854624283,2.448249835100083,192.168.1.50,10.0.0.132,0
2024-11-04 21:24:01.565665,476.31813932599914,0.6297867889825344,192.168.1.89,10.0.0.189,0
2024-11-04 21:24:02.565665,451.46364521708966,2.593713575841,192.168.1.155,10.0.0.173,0
2024-11-04 21:24:03.565665,508.18741393863223,2.2606149953222707,192.168.1.158,10.0.0.239,0
2024-11-04 21:24:04.565665,731.4658566673509,2.658088040765011,192.168.1.184,10.0.0.95,0
2024-11-04 21:24:05.565665,313.2734807408252,1.9007154065595198,192.168.1.233,10.0.0.178,0
2024-11-04 21:24:06.565665,568.6260190374513,0.9692972879885475,192.168.1.212,10.0.0.50,0
2024-11-04 21:24:07.565665,338.72841288103484,2.215181320753249,192.168.1.193,10.0.0.103,0
2024-11-04 21:24:08.565665,452.80681342105663,2.6373265620191706,192.168.1.99,10.0.0.202,0
2024-11-04 21:24:09.565665,608.8950596967366,2.4623609027567106,192.168.1.183,10.0.0.176,0
2024-11-04 21:24:10.565665,506.42800190954625,1.6686542582559822,192.168.1.113,10.0.0.23,0
2024-11-04 21:24:11.565665,392.2255222070694,2.0433805377313234,192.168.1.107,10.0.0.90,0
2024-11-04 21:24:12.565665,428.4696290740032,1.733581865610038,192.168.1.24,10.0.0.215,0
2024-11-04 21:24:13.565665,567.9597748934676,1.590366767905314,192.168.1.25,10.0.0.93,0
2024-11-04 21:24:14.565665,426.96333682828634,2.4776942855899255,192.168.1.232,10.0.0.8,0
2024-11-04 21:24:15.565665,521.6458589581974,1.401233844367419,192.168.1.181,10.0.0.211,0
2024-11-04 21:24:16.565665,504.55718399038136,1.5530917847091936,192.168.1.204,10.0.0.29,0
2024-11-04 21:24:17.565665,434.8399652394183,1.4479871832638072,192.168.1.11,10.0.0.171,0
2024-11-04 21:24:18.565665,714.3944089325325,1.2548762383504766,192.168.1.94,10.0.0.53,0
2024-11-04 21:24:19.565665,563.3919022318012,2.0732071459213017,192.168.1.60,10.0.0.134,0
2024-11-04 21:24:20.565665,297.48574133423926,2.5807515242409877,192.168.1.205,10.0.0.221,0
2024-11-04 21:24:21.565665,518.6454314769428,1.9075616218773672,192.168.1.175,10.0.0.24,0
2024-11-04 21:24:22.565665,433.8213535231612,1.2471260997179168,192.168.1.153,10.0.0.120,0
2024-11-04 21:24:23.565665,585.2433334796224,2.419972269871014,192.168.1.244,10.0.0.202,0
2024-11-04 21:24:24.565665,420.74792615672993,2.8428508770174856,192.168.1.25,10.0.0.243,0
2024-11-04 21:24:25.565665,488.5263558533101,1.6768788379267028,192.168.1.145,10.0.0.124,0
2024-11-04 21:24:26.565665,550.4987278980457,1.760722866641141,192.168.1.140,10.0.0.142,0
2024-11-04 21:24:27.565665,586.5755194170122,2.257830315041697,192.168.1.123,10.0.0.52,0
2024-11-04 21:24:28.565665,379.9703592944224,2.810936873892526,192.168.1.243,10.0.0.70,0
2024-11-04 21:24:29.565665,466.54987641590515,1.740082927137387,192.168.1.180,10.0.0.4,0
2024-11-04 21:24:30.565665,452.50546888390437,1.3337751095008974,192.168.1.11,10.0.0.186,0
2024-11-04 21:24:31.565665,434.6670767426288,2.3157093031362033,192.168.1.10,10.0.0.116,0
2024-11-04 21:24:32.565665,676.5454240281097,2.3995340365711497,192.168.1.81,10.0.0.207,0
2024-11-04 21:24:33.565665,540.4981710960956,2.0030657252176134,192.168.1.188,10.0.0.37,0
2024-11-04 21:24:34.565665,373.9116045664955,1.7209333701712746,192.168.1.54,10.0.0.48,0
2024-11-04 21:24:35.565665,591.7861947054776,2.4971893654960233,192.168.1.109,10.0.0.122,0
2024-11-04 21:24:36.565665,712.2156197012633,2.264018002273982,192.168.1.208,10.0.0.39,0
2024-11-04 21:24:37.565665,1274.454694113579,7.6665616355175885,192.168.1.63,10.0.0.92,1
2024-11-04 21:24:38.565665,348.06300340459865,2.0245473656528357,192.168.1.244,10.0.0.66,0
2024-11-04 21:24:39.565665,451.57659271337485,1.3241462339876766,192.168.1.20,10.0.0.13,0
2024-11-04 21:24:40.565665,626.6911149186623,2.34294522821896,192.168.1.241,10.0.0.194,0
2024-11-04 21:24:41.565665,429.23305343812194,1.8688832153085722,192.168.1.5,10.0.0.60,0
2024-11-04 21:24:42.565665,544.3819428146228,1.7821445838076315,192.168.1.41,10.0.0.250,0
2024-11-04 21:24:43.565665,577.4634053429337,1.9835627574237829,192.168.1.118,10.0.0.126,0
2024-11-04 21:24:44.565665,407.3069528421917,2.020153849665124,192.168.1.63,10.0.0.169,0
2024-11-04 21:24:45.565665,1283.4851864183008,8.136044874269913,192.168.1.184,10.0.0.32,1
2024-11-04 21:24:46.565665,175.87326599309273,2.2955452656626107,192.168.1.32,10.0.0.180,0
2024-11-04 21:24:47.565665,397.561235866571,1.9217953606035987,192.168.1.27,10.0.0.133,0
2024-11-04 21:24:48.565665,474.743184860684,2.3818340748594977,192.168.1.68,10.0.0.195,0
2024-11-04 21:24:49.565665,375.221681803515,2.2003686268458065,192.168.1.105,10.0.0.66,0
2024-11-04 21:24:50.565665,663.2411303931635,1.7867001818569814,192.168.1.176,10.0.0.78,0
2024-11-04 21:24:51.565665,356.98586220393673,1.937640920881757,192.168.1.7,10.0.0.250,0
2024-11-04 21:24:52.565665,455.9955513303016,1.9258885555784395,192.168.1.174,10.0.0.232,0
2024-11-04 21:24:53.565665,513.0740577286091,2.252630671587101,192.168.1.206,10.0.0.180,0
2024-11-04 21:24:54.565665,644.1273289066115,1.816488692639179,192.168.1.103,10.0.0.126,0
2024-11-04 21:24:55.565665,356.41378488205606,1.8047954067891834,192.168.1.216,10.0.0.236,0
2024-11-04 21:24:56.565665,616.316375215496,2.9843786547169793,192.168.1.112,10.0.0.177,0
2024-11-04 21:24:57.565665,501.0233061019587,2.469867740873552,192.168.1.146,10.0.0.29,0
2024-11-04 21:24:58.565665,401.8491348952049,1.6196996677874305,192.168.1.252,10.0.0.240,0
